Level,Percent
1,0.15115
2,0.05776
3,0.05696
4,0.0718
5,0.0415
6,0.02879
7,0.06975
8,0.03448
9,0.03128
10,0.02977
11,0.02061
12,0.02461
13,0.01937
14,0.01795
15,0.06647
16,0.02408
17,0.02017
18,0.0183
19,0.008
20,0.02675
21,0.01528
22,0.00951
23,0.01191
24,0.01022
25,0.00969
26,0.00933
27,0.00764
28,0.00649
29,0.00746
30,0.09294
