Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.061,0.01228,0.01228,0.01781,0.04115,0.07103,0.07636,0.10051,0.03726,0.06325,0.01801,0.02416,0.29458,0.01658,0.00553,0.01085,0.01781,0.00839,0.04258,0.01044,0.04258,0.01556
