Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.07537,0.01768,0.02047,0.02388,0.05614,0.09088,0.05366,0.05862,0.05428,0.05304,0.02916,0.02916,0.18393,0.02792,0.00713,0.01768,0.0152,0.01613,0.07847,0.01892,0.05831,0.01396
