Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.04651,0.02058,0.04745,0.02948,0.02987,0.08497,0.05651,0.05678,0.02757,0.03323,0.03764,0.04667,0.24043,0.03921,0.00758,0.03261,0.00804,0.03136,0.02835,0.02081,0.06361,0.01074
