Alchemist,Artificer,Barbarian,Bard,Cleric,Druid,Favored Soul,Fighter,Monk,Paladin,Ranger,Rogue,Sorcerer,Warlock,Wizard
0.0460.064140.064470.055070.065140.035260.042980.066150.043320.077230.08630.095370.070180.0910.09134
