Hour,Players,LFMs
0,292.59,11.01
1,240.66,10.01
2,199.01,8.38
3,180.60,7.94
4,175.03,7.81
5,181.17,7.73
6,214.56,9.29
7,260.10,10.26
8,268.90,9.80
9,294.03,10.02
10,314.98,11.58
11,321.65,11.53
12,325.15,11.49
13,337.18,11.95
14,355.87,12.70
15,375.57,13.10
16,378.60,12.55
17,379.86,12.38
18,410.95,12.85
19,456.89,13.69
20,481.86,13.61
21,475.80,14.15
22,428.42,13.60
23,357.48,11.91
