Level,Percent
1,0.02512
2,0.01675
3,0.02078
4,0.03071
5,0.02264
6,0.01861
7,0.04684
8,0.02761
9,0.02171
10,0.02885
11,0.02605
12,0.02357
13,0.02792
14,0.02947
15,0.04994
16,0.03381
17,0.02605
18,0.0366
19,0.01737
20,0.04684
21,0.02761
22,0.0214
23,0.02202
24,0.0183
25,0.01923
26,0.01706
27,0.01892
28,0.0214
29,0.01923
30,0.23759
