Level,Percent
1,0.04349
2,0.01851
3,0.01965
4,0.04996
5,0.02764
6,0.0194
7,0.07633
8,0.02865
9,0.02523
10,0.03461
11,0.02701
12,0.02434
13,0.02523
14,0.02498
15,0.0866
16,0.02878
17,0.02358
18,0.02853
19,0.01268
20,0.05034
21,0.02333
22,0.018
23,0.01737
24,0.01433
25,0.01623
26,0.01369
27,0.01395
28,0.01458
29,0.01382
30,0.17916
