Level,Percent
1,0.05619
2,0.01973
3,0.01887
4,0.06326
5,0.0311
6,0.01994
7,0.09672
8,0.02938
9,0.02766
10,0.0386
11,0.02766
12,0.02488
13,0.02338
14,0.02187
15,0.11195
16,0.02531
17,0.02187
18,0.02295
19,0.00944
20,0.05276
21,0.02037
22,0.01566
23,0.01415
24,0.01158
25,0.01415
26,0.01137
27,0.01051
28,0.00986
29,0.01008
30,0.13875
