Hour,Players,LFMs
0,244.15,10.88
1,203.08,9.89
2,171.56,9.53
3,154.97,8.92
4,150.94,8.50
5,158.37,8.26
6,188.27,9.85
7,220.56,10.37
8,226.81,9.72
9,237.48,9.46
10,250.95,9.65
11,252.36,9.86
12,267.70,9.99
13,279.76,10.39
14,292.33,11.00
15,305.21,11.52
16,318.07,11.28
17,322.81,11.79
18,341.44,11.33
19,372.98,11.92
20,396.42,12.21
21,392.48,12.60
22,360.67,13.04
23,304.97,12.20
