Hour,Players,LFMs
0,275.50,7.60
1,213.40,7.05
2,175.23,5.81
3,149.58,5.74
4,129.78,4.82
5,134.16,5.97
6,160.12,7.68
7,192.85,8.84
8,214.89,9.30
9,210.72,8.31
10,211.88,7.77
11,242.95,8.34
12,256.75,8.58
13,270.14,9.32
14,278.42,8.47
15,299.73,9.17
16,309.83,9.34
17,316.00,8.25
18,325.33,8.58
19,359.05,9.26
20,395.39,10.10
21,410.29,10.46
22,383.40,8.77
23,333.31,9.02
